nom_hatvp;nom_developpe;accronyme;variation;
"FÉDÉRATION DES ENTREPRISES DU SPECTACLE VIVANT; DE LA MUSIQUE; DE L’AUDIOVISUEL ET DU CINÉMA";"FÉDÉRATION DES ENTREPRISES DU SPECTACLE VIVANT; DE LA MUSIQUE; DE L’AUDIOVISUEL ET DU CINÉMA";FESAC;;
KORPORATE;KORPORATE;;;
KAUFMAN & BROAD SA;KAUFMAN & BROAD SA;;;
FEDERATION FRANCAISE DE LA DISTRIBUTION PHARMACEUTIQUE (FFDP);FEDERATION FRANCAISE DE LA DISTRIBUTION PHARMACEUTIQUE (FFDP);;;
UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;UNION ENTREPRENEURS D'AFFINAGE DE L'EAU;UAE;;
CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DE PARIS;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DE PARIS;CMA 75;;
GROUPON FRANCE;GROUPON FRANCE;;;
AFAIA;AFAIA;;;
VILMORIN LIMAGRAIN;VILMORIN LIMAGRAIN;;;
L'OREAL;L'OREAL;;;
SAINT LOUIS SUCRE;SAINT LOUIS SUCRE;;;
FÉDÉRATION GÉNÉRALE DES ASSOCIATIONS DÉPARTEMENTALES DES PUPILLES DE L'ENSEIGNEMENT PUBLIC;FÉDÉRATION GÉNÉRALE DES ASSOCIATIONS DÉPARTEMENTALES DES PUPILLES DE L'ENSEIGNEMENT PUBLIC;PEP;;
ENR'CERT;ENR'CERT;;;
FEDERATION FRANCAISE DE L ASSURANCE (FFA);FEDERATION FRANCAISE DE L ASSURANCE (FFA);FFA;;
ORGANISATION DES TRANSPORTEURS ROUTIERS EUROPEENS;ORGANISATION DES TRANSPORTEURS ROUTIERS EUROPEENS;;;
Europcar Mobility Group;Europcar Mobility Group;;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ILLE-ET-VILAINE;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ILLE-ET-VILAINE;CCI 35;;
FEDERATION DES DISTRIBUTEURS DE MATERIAUX DE CONSTRUCTION;FEDERATION DES DISTRIBUTEURS DE MATERIAUX DE CONSTRUCTION;FNBM;;
RTE FRANCE;RTE FRANCE;;;
RED BULL FRANCE;RED BULL FRANCE;;;
UNION PROFESSIONNELLE ARTISANALE DEPARTEMENTALE DES HAUTES-ALPES (U.P.A.D. 05);UNION PROFESSIONNELLE ARTISANALE DEPARTEMENTALE DES HAUTES-ALPES (U.P.A.D. 05);U2P 05;;
IA CONSEILS;IA CONSEILS;;;
FÉDÉRATION DU BTP DE L'AIN;FÉDÉRATION DU BTP DE L'AIN;FFB 01;;
PUBLIC & PRIVATE LINK;PUBLIC & PRIVATE LINK;;;
SYNDICAT NATIONAL DES ENTREPRISES DU TRAITEMENT DE L'EAU;SYNDICAT NATIONAL DES ENTREPRISES DU TRAITEMENT DE L'EAU;SYNTEAU;;
"CONSEIL DES TERRITOIRES-CAFES; HOTELS; RESTAURANTS; DISCOTHEQUES; TRAITEURS (CT-CHRDT)";"CONSEIL DES TERRITOIRES-CAFES; HOTELS; RESTAURANTS; DISCOTHEQUES; TRAITEURS (CT-CHRDT)";CT-CHRDT;;
ESSO RAFFINAGE;ESSO RAFFINAGE;;;
GOGGO FRANCE;GOGGO FRANCE;;;
JUMEAUX ET PLUS 92;JUMEAUX ET PLUS 92;;;
SODEXO JUSTICE SERVICES;SODEXO JUSTICE SERVICES;;;
EUROTRADIA INTERNATIONAL;EUROTRADIA INTERNATIONAL;;;
PIERRE FABRE SA;PIERRE FABRE SA;;;
CHAMBRE COMMERCE INDUSTRIE HAUTE SAONE;CHAMBRE COMMERCE INDUSTRIE HAUTE SAONE;CCI HAUTE SAONE 70;;
ASSOCIATION CONTRE LA PROSTITUTION DES ENFANTS;ASSOCIATION CONTRE LA PROSTITUTION DES ENFANTS;;;
FEDER SYNDICAT EXPL AGRICOLE;FEDER SYNDICAT EXPL AGRICOLE;FDSEA MEUSE 55;;
CHAMBRE REGIONALE DE METIERS ET DE L'ARTISANAT BOURGOGNE - FRANCHE COMTE;CHAMBRE REGIONALE DE METIERS ET DE L'ARTISANAT BOURGOGNE - FRANCHE COMTE;CRMA BOURGOGNE FRANCHE COMTE;;
FEDERATION NATIONALE DES PRODUCTEURS DE LAIT;FEDERATION NATIONALE DES PRODUCTEURS DE LAIT;FNPL;;
QWANT;QWANT;;;
SYNDICATS DES AGENCES DE PRESSE AUDIOVISUELLES - SATEV;SYNDICATS DES AGENCES DE PRESSE AUDIOVISUELLES - SATEV;;;
TOTALENERGIES MARKETING FRANCE;TOTALENERGIES MARKETING FRANCE;;;
DOCTOLIB;DOCTOLIB;;;
FEDERATION DU COMMERCE AGRICOLE ET AGROALIMENTAIRE;FEDERATION DU COMMERCE AGRICOLE ET AGROALIMENTAIRE;FC2A;;
TRANSPORT DÉVELOPPEMENT INTERMODALITÉ ENVRIONNEMENT;TRANSPORT DÉVELOPPEMENT INTERMODALITÉ ENVRIONNEMENT;TDIE;;
INSTITUT JOSEPH PATRICK KENNEDY;INSTITUT JOSEPH PATRICK KENNEDY;;;
GIE AVIONS TRANSPORT REGIONAL;GIE AVIONS TRANSPORT REGIONAL;;;
FEDERATION DES ENTREPRISES DE PORTAGE SALARIAL;FEDERATION DES ENTREPRISES DE PORTAGE SALARIAL;FEPS;;
JEUNES AGRICULTEURS MAYENNE 53;JEUNES AGRICULTEURS MAYENNE 53;;;
FÉDÉRATION NATIONALE DE L'HABILLEMENT;FÉDÉRATION NATIONALE DE L'HABILLEMENT;FNH;;
HOPSCOTCH GROUPE;HOPSCOTCH GROUPE;;;
FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DES SAVOIE;FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DES SAVOIE;FDSEA DES SAVOIE;;
BRITISH AMERICAN TOBACCO FRANCE;BRITISH AMERICAN TOBACCO FRANCE;BAT FRANCE;;
TOMRA SORTING;TOMRA SORTING;;;
SYNTAGME;SYNTAGME;;;
EVEHA-ETUDES ET VALORISATIONS ARCHEOLOGIQUES;EVEHA-ETUDES ET VALORISATIONS ARCHEOLOGIQUES;EVEHA;;
RELIANS CONSULTING;RELIANS CONSULTING;;;
ASSOCIATION DES GRANDS UTILISATEURS DE RESEAUX RADIO D'EXPLOITATION (AGURRE);ASSOCIATION DES GRANDS UTILISATEURS DE RESEAUX RADIO D'EXPLOITATION (AGURRE);;;
FEDERATION DES ENTREPRENEURS ET ARTISANS DU BATIMENT DE DORDOGNE;FEDERATION DES ENTREPRENEURS ET ARTISANS DU BATIMENT DE DORDOGNE;FFB DE DORDOGNE;;
MANUFACTURE FRANÇAISE DES PNEUMATIQUES MICHELIN;MANUFACTURE FRANÇAISE DES PNEUMATIQUES MICHELIN;;;
FEDERATION DES ETABLISSEMENTS D'ENSEIGNEMENT SUPERIEUR D'INTERET COLLECTIF;FEDERATION DES ETABLISSEMENTS D'ENSEIGNEMENT SUPERIEUR D'INTERET COLLECTIF;;;
FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU CALVADOS;FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU CALVADOS;FDSEA 14;;
GE FRANCE;GE FRANCE;;;
FÉDÉRATION DU BÂTIMENT ET DES TP DE LA HAUTE-SAÔNE;FÉDÉRATION DU BÂTIMENT ET DES TP DE LA HAUTE-SAÔNE;FFB 70;;
CHAMBRE COMMERCE ET INDUSTRIE GRENOBLE;CHAMBRE COMMERCE ET INDUSTRIE GRENOBLE;CCI 38;;
FONDATION LE REFUGE;FONDATION LE REFUGE;;;
RENAISSANCE NUMERIQUE;RENAISSANCE NUMERIQUE;;;
CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES CORREZE;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES CORREZE;;;
BG GROUP;BG GROUP;;;
FEDERATION NATIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES 76;FEDERATION NATIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES 76;FNSEA 76;;
FED DEP SYNDICAT EXPLOITANTS AGRICOLE;FED DEP SYNDICAT EXPLOITANTS AGRICOLE;;;
CHAMBRE NATIONALE DES PROPRIETAIRES;CHAMBRE NATIONALE DES PROPRIETAIRES;;;
COMITÉ FRANÇAIS DE LA SEMOULERIE INDUSTRIELLE;COMITÉ FRANÇAIS DE LA SEMOULERIE INDUSTRIELLE;CFSI;;
FEDERATION DEPARTEMENTALE D'EXPLOITANTS AGRICOLES DES VOSGES 88;FEDERATION DEPARTEMENTALE D'EXPLOITANTS AGRICOLES DES VOSGES 88;FDSEA VOSGES 88;;
FRANCE GALOP;FRANCE GALOP;;;
UNION NAIONALE DES INDUSTRIES ET ENTREPRISES DE L'EAU ET DE L'ENVIRONNEMENT;UNION NAIONALE DES INDUSTRIES ET ENTREPRISES DE L'EAU ET DE L'ENVIRONNEMENT;UIE;;
FEDERATION DES ENTREPRISES DE PROPRETE ET SERVICES ASSOCIES;FEDERATION DES ENTREPRISES DE PROPRETE ET SERVICES ASSOCIES;FEP;;
UNION DÉFENSE DES EXPERTS D'ASSURÉ (UDEA);UNION DÉFENSE DES EXPERTS D'ASSURÉ (UDEA);;;
AUBERT & DUVAL;AUBERT & DUVAL;;;
FEDERATION FRANCAISE D EQUITATION;FEDERATION FRANCAISE D EQUITATION;FFE;;
RESEAU CIVAM;RESEAU CIVAM;FNCIVAM;;
VEOLIA ENVIRONNEMENT;VEOLIA ENVIRONNEMENT;;;
CHAMBRE DE METIERS ET DE L'ARTISANAT DE HAUTE GARONNE 31;CHAMBRE DE METIERS ET DE L'ARTISANAT DE HAUTE GARONNE 31;CMA HAUTE GARONNE 31;;
FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;FPI;;
EISAI SAS;EISAI SAS;;;
TRANSITION ECOLOGIQUE FRANCE;TRANSITION ECOLOGIQUE FRANCE;;;
CONSEIL REGIONAL DE L'ORDRE DES ARCHITECTES D'ILE DE FRANCE;CONSEIL REGIONAL DE L'ORDRE DES ARCHITECTES D'ILE DE FRANCE;;;
SOCIETE D ECONOMIE MIXE D AMENAGEMENT ET DE GESTION DU MARCHE D INTERET NATIONAL DE LA REGION.... SUITE EN OBSERVATION;SOCIETE D ECONOMIE MIXE D AMENAGEMENT ET DE GESTION DU MARCHE D INTERET NATIONAL DE LA REGION.... SUITE EN OBSERVATION;;;
ORANO CYCLE;ORANO CYCLE;;;
CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE;CHAMBRE DE COMMERCE D INDUSTRIE DE MAINE LOIRE;;;
CHP CONSULT;CHP CONSULT;;;
COLAS SA;COLAS SA;;;
UNIVERSAL MUSIC FRANCE;UNIVERSAL MUSIC FRANCE;;;
COOP FR LES ENTREPRISES COOPERATIVES;COOP FR LES ENTREPRISES COOPERATIVES;COOP FR;;
ASSOCIATION AFILOG;ASSOCIATION AFILOG;;;
WIMOOV;WIMOOV;;;
ADOMA;ADOMA;;;
ARTHESIAS CONSEIL;ARTHESIAS CONSEIL;;;
E2L CONSULTING;E2L CONSULTING;;;
CHAMBRE DE METIERS ET DE L'ARTISANAT INTERDEPARTEMENTALE DE FRANCHE COMTE;CHAMBRE DE METIERS ET DE L'ARTISANAT INTERDEPARTEMENTALE DE FRANCHE COMTE;CMAI FRANCHE COMTE;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE CHARENTE MARITIME 17;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE CHARENTE MARITIME 17;FDSEA CHARENTE MARITIME;FDSEA 17;
ASSOCIATION WIKIMEDIA FRANCE;ASSOCIATION WIKIMEDIA FRANCE;;;
ASSOCIATION DES INDUSTRIES DE PRODUITS DE CONSTRUCTION;ASSOCIATION DES INDUSTRIES DE PRODUITS DE CONSTRUCTION;;;
FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU MORBIHAN;FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU MORBIHAN;FDSEA 56;;
TRANSDEV GROUP;TRANSDEV GROUP;;;
ICADE PROMOTION;ICADE PROMOTION;;;
CRITEO;CRITEO;;;
CHAMBRE SYNDICALE DES IMPORTATEURS FRANÇAIS DE FRUITS ET LEGUMES;CHAMBRE SYNDICALE DES IMPORTATEURS FRANÇAIS DE FRUITS ET LEGUMES;CSIF;;
FEDERATION DE L INDUSTRIE DU BETON;FEDERATION DE L INDUSTRIE DU BETON;FIB;;
AVES FRANCE;AVES FRANCE;;;
SHIRE FRANCE;SHIRE FRANCE;;;
CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;CHAMBRE DE COMMERCE ET D INDUSTRIE DES VOSGES;CCI VOSGES 88;;
SYNDICAT NATIONAL DES FABRICANTS DE SUCRE;SYNDICAT NATIONAL DES FABRICANTS DE SUCRE;SNFS;;
ALCATEL-LUCENT INTERNATIONAL;ALCATEL-LUCENT INTERNATIONAL;;;
FEDERATION DES ENTREPRISES ET ENTREPRENEURS DE FRANCE;FEDERATION DES ENTREPRISES ET ENTREPRENEURS DE FRANCE;;;
ENTREPRISES FLUVIALES DE FRANCE;ENTREPRISES FLUVIALES DE FRANCE;;;
FERROPEM;FERROPEM;;;
GENEALOGISTES DE FRANCE;GENEALOGISTES DE FRANCE;;;
IVECO FRANCE;IVECO FRANCE;;;
BPCE LEASE;BPCE LEASE;;;
COMPAGNIE FINANCIERE REGIONALE GROUPE TRANCHANT;COMPAGNIE FINANCIERE REGIONALE GROUPE TRANCHANT;;;
MAITRES OUVRAGES PUBLICS;MAITRES OUVRAGES PUBLICS;;;
INSTITUT NATIONAL DES METIERS D'ART;INSTITUT NATIONAL DES METIERS D'ART;;;
SOLOCAL GROUP;SOLOCAL GROUP;;;
BUREAU NATIONAL INTERPROFESSIONNEL DE COGNAC;BUREAU NATIONAL INTERPROFESSIONNEL DE COGNAC;COGNAC;;
JEUNES AGRICULTEURS DE L'AISNE 02;JEUNES AGRICULTEURS DE L'AISNE 02;;;
ROCHE;ROCHE;;;
NETFLIX SERVICES FRANCE S.A.S;NETFLIX SERVICES FRANCE S.A.S;;;
FDSEA 53;FDSEA 53;;;
LABORATOIRES ARKOPHARMA;LABORATOIRES ARKOPHARMA;;;
LES CONSTRUCTEURS ET AMENAGEURS DE LA FEDERATION FRANCAISE DU BATIMENT;LES CONSTRUCTEURS ET AMENAGEURS DE LA FEDERATION FRANCAISE DU BATIMENT;LCA FFB;;
T D F;T D F;;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA VIENNE;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA VIENNE;CCI 86;;
MORE IMPACT;MORE IMPACT;;;
FEDERAL EXPRESS INTERNATIONAL (FRANCE);FEDERAL EXPRESS INTERNATIONAL (FRANCE);;;
SYNDICAT DES ENTREPRISES ARTISTIQUES ET CULTURELLES;SYNDICAT DES ENTREPRISES ARTISTIQUES ET CULTURELLES;;;
ASS FRANCAISE DES INTOLERANTS AU GLUTEN;ASSociation FRANCAISE DES INTOLERANTS AU GLUTEN;;;
FÉDÉRATION DU BTP DE L'AUDE;FÉDÉRATION DU BTP DE L'AUDE;FFB 11;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'AIN;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'AIN;FDSEA 01;;
JEUNES AGRICULTEURS CÔTES D'ARMOR 22;JEUNES AGRICULTEURS CÔTES D'ARMOR 22;;;
SVE CONSEIL;SVE CONSEIL;;;
LEGRAND;LEGRAND;;;
CONFEDERATION GENERALE DES PME DU LOIRET;CONFEDERATION GENERALE DES PME DU LOIRET;;;
SANTE MONDIALE DEUX MILLE TRENTE;SANTE MONDIALE DEUX MILLE TRENTE;;;
CHAMBRE DE METIERS ET DE L'ARTISANAT DE HAUTE-SAVOIE;CHAMBRE DE METIERS ET DE L'ARTISANAT DE HAUTE-SAVOIE;;;
JEUNES AGRICULTEURS DOUBS 25;JEUNES AGRICULTEURS DOUBS 25;;;
AG2R LA MONDIALE;AG2R LA MONDIALE;;;
PENUMBRA EUROPE GMBH;PENUMBRA EUROPE GMBH;;;
ALDES AERAULIQUE;ALDES AERAULIQUE;;;
UNION NATIONALE DES GEOMETRES EXPERTS;UNION NATIONALE DES GEOMETRES EXPERTS;;;
SUEZ GROUPE;SUEZ GROUPE;;;
ASSOCIATION POUR LA PROTECTION DES PROGRAMMES SPORTIFS;ASSOCIATION POUR LA PROTECTION DES PROGRAMMES SPORTIFS;;;
LA FEDERATION DES ENTREPRISES D'INSERTION;LA FEDERATION DES ENTREPRISES D'INSERTION;;;
THINK TANK DES CABINETS D'AFFAIRES;THINK TANK DES CABINETS D'AFFAIRES;;;
ASSOCIATION EUROPEENNE DES VEHICULES ELECTRIQUES ROUTIERS;ASSOCIATION EUROPEENNE DES VEHICULES ELECTRIQUES ROUTIERS;AVERE;;
G-AGENCE;G-AGENCE;;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU MAINE ET LOIRE 49;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DU MAINE ET LOIRE 49;FDSEA MAINE ET LOIRE 49;;
LES EDITEURS D'EDUCATION;LES EDITEURS D'EDUCATION;;;
ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;ASSOCIATION NATIONALE DES OPERATEURS DETAILLANTS EN ENERGIE;ANODE;;
FEDERATION NATIONALE DE L'INFORMATION D'ENTREPRISE DE LA GESTION DE CREANCES ET DE L'ENQUETE CIVILE;FEDERATION NATIONALE DE L'INFORMATION D'ENTREPRISE DE LA GESTION DE CREANCES ET DE L'ENQUETE CIVILE;FIGEC;;
FEDERATION NATIONALE DE L'EQUIPEMENT ELECTRIQUE;FEDERATION NATIONALE DE L'EQUIPEMENT ELECTRIQUE;;;
SYNDICAT DE LA MESURE;SYNDICAT DE LA MESURE;;;
WO2 HOLDING;WO2 HOLDING;;;
ENQUETE;ENQUETE;;;
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA CREUSE 23;CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA CREUSE 23;CMA CREUSE 23;;
SODERN;SODERN;;;
ASSOCIATION POUR LA PROTECTION DES ANIMAUX SAUVAGES;ASSOCIATION POUR LA PROTECTION DES ANIMAUX SAUVAGES;ASPAS;;
COMITE COORDINATION DENTAIRE;COMITE COORDINATION DENTAIRE;;;
FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'ISERE;FEDERATION DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'ISERE;FDSEA 38;FDSEA ISERE;
EUROPEENNE DE CONSEIL ET COMMUNICATION SA;EUROPEENNE DE CONSEIL ET COMMUNICATION SA;EURO 2 C;;
FÉDÉRATION DES INDUSTRIES DES CORPS GRAS;FÉDÉRATION DES INDUSTRIES DES CORPS GRAS;FNCG;;
UNION NATIONALE DES COMITES LOCAUX POUR LE LOGEMENT AUTONOME DES JEUNES;UNION NATIONALE DES COMITES LOCAUX POUR LE LOGEMENT AUTONOME DES JEUNES;;;
DROPBOX FRANCE;DROPBOX FRANCE;;;
LOBBYING ET STRATEGIES;LOBBYING ET STRATEGIES;;;
ASS UTILISATEURS TRANSPORTS FRET;ASS UTILISATEURS TRANSPORTS FRET;;;
CARTON ONDULE DE FRANCE;CARTON ONDULE DE FRANCE;;;
AMGEN SAS;AMGEN SAS;;;
EURAZEO;EURAZEO;;;
ROBERT WALTERS SAS;ROBERT WALTERS SAS;;;
NEXTER SYSTEMS;NEXTER SYSTEMS;;;
CHAMBRE METIERS ARTISANAT DE MOSELLE;CHAMBRE METIERS ARTISANAT DE MOSELLE;CMA 57;;
ACIFTE;ACIFTE;;;
BIOMERIEUX SA;BIOMERIEUX SA;;;
JEUNES AGRICULTEURS PAYS DE LA LOIRE;JEUNES AGRICULTEURS PAYS DE LA LOIRE;;;
FEDERATION INTERDEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS D'ILE DE FRANCE;FEDERATION INTERDEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS D'ILE DE FRANCE;FBTP ILE DE FRANCE;;
HEPHAISTOS CONSEIL;HEPHAISTOS CONSEIL;;;
CGPME AUVERGNE RHONE ALPES;CGPME AUVERGNE RHONE ALPES;CGPME ARA;;
SYNDICAT DES PRODUCTEURS ET CREATEURS D EMISSIONS DE TELEVISION;SYNDICAT DES PRODUCTEURS ET CREATEURS D EMISSIONS DE TELEVISION;;;
FEDERATION DU BATIMENT ET TRAVAUX PUBLICS DE HAUTE GARONNE;FEDERATION DU BATIMENT ET TRAVAUX PUBLICS DE HAUTE GARONNE;FFB HAUTE GARONNE 31;;
ORDRE DES ARCHITECTES;ORDRE DES ARCHITECTES;;;
DEMANDER JUSTICE;DEMANDER JUSTICE;;;
C2STRATEGIES;C2STRATEGIES;;;
SYNDICAT NATIONAL DES ADJUVANTS POUR BETONS ET MORTIERS;SYNDICAT NATIONAL DES ADJUVANTS POUR BETONS ET MORTIERS;;;
CONFERE;CONFERE;;;
FEDERATION NATIONALE MUTUALITE FRANCAISE;FEDERATION NATIONALE MUTUALITE FRANCAISE;FNMF;;
CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES GRAND EST;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES GRAND EST;;;
ECO-MOBILIER;ECO-MOBILIER;;;
UMIH DE L'ARIÈGE;UMIH DE L'ARIÈGE;UMIH 09;;
JFT CONCEPTS;JFT CONCEPTS;;;
CRISTAL UNION;CRISTAL UNION;;;
JEUNES AGRICULTEURS CHARENTE 16;JEUNES AGRICULTEURS CHARENTE 16;;;
UNION DES INDUSTRIES DE LA FERTILISATION;UNION DES INDUSTRIES DE LA FERTILISATION;;;
SOC FRAN ACCOMPAG & SOIN PALLIATIF;Société française d'accompagnement et de soins palliatifs;Sfap;;
ROSE UP;ROSE UP;;;
UNION DES INDUSTRIES TEXTILES DE FRANCE;UNION DES INDUSTRIES TEXTILES DE FRANCE;;;
FED BATIMENT TRAVAUX PUBLICS INDRE;FED BATIMENT TRAVAUX PUBLICS INDRE;;;
FEDERATION FRANCAISE DE LA CHAUSSURE;FEDERATION FRANCAISE DE LA CHAUSSURE;FFC;;
MOUVEMENT DES ENTREPRISES DE FRANCE DE MAYENNE 53;MOUVEMENT DES ENTREPRISES DE FRANCE DE MAYENNE 53;MEDEF MAYENNE 53;;
SYNDICAT NATIONAL DE LA PUBLICITÉ TÉLÉVISÉE;SYNDICAT NATIONAL DE LA PUBLICITÉ TÉLÉVISÉE;SNPTV;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE-ET-MARNE 77;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE-ET-MARNE 77;CCI DE SEINE-ET-MARNE 77;CCI DE SEINE-ET-MARNE;CCI 77;
DASTRI;DASTRI;;;
ROLLET AYMERIC HUBERT HENRI FRANCOIS;ROLLET AYMERIC HUBERT HENRI FRANCOIS;;;
SURFRIDER FOUNDATION EUROPE;SURFRIDER FOUNDATION EUROPE;;;
AGIR TOUS POUR LA DIGNITE QUART MONDE;AGIR TOUS POUR LA DIGNITE QUART MONDE;;;
VIOLETTE JUSTICE;VIOLETTE JUSTICE;;;
ATLAND;ATLAND;;;
JEUNES AGRICULTEURS VAR 83;JEUNES AGRICULTEURS VAR 83;;;
FÉDÉRATION DES ENTREPRENEURS ET ARTISANS DU BTP DE L'INDRE-ET-LOIRE;FÉDÉRATION DES ENTREPRENEURS ET ARTISANS DU BTP DE L'INDRE-ET-LOIRE;FFB 37;;
YLIOS;YLIOS;;;
FÉDÉRATION FRANCAISE DU BÂTIMENT DE HAUTE-VIENNE;FÉDÉRATION FRANCAISE DU BÂTIMENT DE HAUTE-VIENNE;FBTP HAUTE-VIENNE;;
PRIMUM NON NOCERE;PRIMUM NON NOCERE;;;
NUFARM;NUFARM;;;
MUTUELLE NATIONALE TERRITORIALE MNT;MUTUELLE NATIONALE TERRITORIALE MNT;MNT;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE MEUSE-HAUTE MARNE;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE MEUSE-HAUTE MARNE;;;
SOS EDUCATION;SOS EDUCATION;;;
MYLAN;MYLAN;;;
AEGIDE;AEGIDE;;;
ENERCOOP;ENERCOOP;;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE LYON METROPOLE-SAINT-ETIENNE ROANNE;CHAMBRE DE COMMERCE ET D'INDUSTRIE LYON METROPOLE-SAINT-ETIENNE ROANNE;CCI 69;;
SVM CONSULT;SVM CONSULT;;;
LIGUE DE DEFENSE DES CONDUCTEURS;LIGUE DE DEFENSE DES CONDUCTEURS;;;
ASSOCIATION DES BRASSEURS DE FRANCE;ASSOCIATION DES BRASSEURS DE FRANCE;;;
CONFÉDÉRATION NATIONALE DES GLACIERS DE FRANCE;CONFÉDÉRATION NATIONALE DES GLACIERS DE FRANCE;CNGF;;
MICROSOFT FRANCE;MICROSOFT FRANCE;;;
GRTGAZ;GRTGAZ;;;
ORDRE DES AVOCATS A LA COUR DE PARIS;ORDRE DES AVOCATS A LA COUR DE PARIS;;;
ASSOCIATION FRANCAISE DES PROFESSIONNELS DES TITRES;ASSOCIATION FRANCAISE DES PROFESSIONNELS DES TITRES;AFTI;;
UNION DES PRODUCTEURS DE CHAUX;UNION DES PRODUCTEURS DE CHAUX;;;
LA LIGUE DE L'ENSEIGNEMENT;LA LIGUE DE L'ENSEIGNEMENT;;;
UPSA SAS;UPSA SAS;;;
CONFERENCE DES PRESIDENTS D UNIVERSITE;CONFERENCE DES PRESIDENTS D UNIVERSITE;;;
MUTUALITE FRANCAISE AQUITAINE;MUTUALITE FRANCAISE AQUITAINE;;;
ADELPHE;ADELPHE;;;
FORMULES ECONOMIQUES LOCALES;FORMULES ECONOMIQUES LOCALES;;;
CHAMBRE SYNDICALE DES EAUX MINERALES;CHAMBRE SYNDICALE DES EAUX MINERALES;;;
VOXPUBLIC;VOXPUBLIC;;;
MEDECINS DU MONDE;MEDECINS DU MONDE;;;
SYNDICAT NATIONAL DES MEDECINS RHUMATOLOGUES;SYNDICAT NATIONAL DES MEDECINS RHUMATOLOGUES;;;
60 MILLIONS DE PIETONS;60 MILLIONS DE PIETONS;;;
COMPAGNIE MINIERE MONTAGNE D'OR;COMPAGNIE MINIERE MONTAGNE D'OR;;;
LAMOCA;LAMOCA;;;
COMPAGNIE DE CONSEIL AUX INDUSTRIES ET COLLECTIVITES;COMPAGNIE DE CONSEIL AUX INDUSTRIES ET COLLECTIVITES;;;
FORUM FRANCAIS DE LA JEUNESSE;FORUM FRANCAIS DE LA JEUNESSE;;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'AVEYRON 12;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE L'AVEYRON 12;FDSEA AVEYRON 12;;
BOUYGUES CONSTRUCTION;BOUYGUES CONSTRUCTION;;;
FÉDÉRATION RÉGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE BRETAGNE;FÉDÉRATION RÉGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE BRETAGNE;FRSEA BRETAGNE;;
